Author,Authority,Category,Compatibility,Content_rating,Description,Detail,Developer_address,Developer_email,Developer_website,Icon,Installs,Item_name,Link,Package,Rating,Review_number,Size,Update,Version
Skype,,Communication,Varies with device,Rated for 3+,"Talk to friends and family using voice, video, SMS or instant messages.","Skype keeps the world talking. Say “hello” with an instant message, voice or video call – all for free*.,Use Skype to send SMS messages to mobiles worldwide and with SMS Connect you can now also read and reply to your phone's SMS messages right from your computer. SMS connect will be released gradually.,• Video calls – Don’t just hear the cheers, see them! Get together with 1 or 24 of your friends and family on a HD video call. Watch everyone’s smiles and cries when you tell them “We’re engaged!!!"" ,• Chat – Reach people instantly. Send messages to your friends, grab someone’s attention with @ mentions, or create a group chat to plan a family reunion. ,• SMS Connect - Read and reply to your phone's SMS messages in Skype on your PC or Mac.,• Share – Send photos and videos with your family and friends. Save shared photos and videos to your camera roll. Share your screen to make travel plans with friends or present designs to your team.,• Voice calls – Camera shy? Make voice calls to anyone in the world on Skype. You can also call mobile and landlines at low rates.,• Express yourself – Liven up conversations with emoticons, click on the “+” in chat to send a Giphy or images from the web, and annotate images with words, lines and more.,By downloading the Skype Preview, you’ll gain early access to our newest and coolest features. Of course, while you’re having fun, know that this app is a work in progress. We're hoping to get your vital feedback as we add new enhancements and features to Skype. Simply click the heart icon on the main screen and you will be able to send your comments to our team, helping us shape the future of Skype.,Skype is available on phones, tablets, PCs and Macs.,*Skype to Skype calls are free. Operator data charges may apply. We recommend using an unlimited data plan or WiFi connection.",,,http://www.skype.com,https://play-lh.googleusercontent.com/-Udh2Qv4FyhP2uLfvNy27jzzXrrIfnDEi9kUqzhy8OQgGUcWXXud6nlg8UywECiRmME=s180-rw,"1,000,000,000+",Skype - free IM & video calls,https://play.google.com/store/apps/details?id=com.skype.raider,com.skype.raider,Rated 4.3 stars out of five stars,"11,399,148",Varies with device,"August 13, 2021",Varies with device
Google LLC,,Photography,5.0 and up,Rated for 3+,"Photos from the past, meet scanner from the future.","PhotoScan is a new scanner app from Google Photos that lets you scan and save your favorite printed photos using your phone’s camera., , , , Don’t just take a picture of a picture. Create enhanced digital scans, wherever your photos are., , – Get glare-free scans with an easy step-by-step capture flow, , – Automatic cropping based on edge detection, , – Straight, rectangular scans with perspective correction, , – Smart rotation, so your photos stay right-side-up no matter which way you scan them, , , , Capture your favorite printed photos quickly and easily, so you can spend less time editing and more time looking at your bad childhood haircut., , , , Back up your scans with the free Google Photos app to keep them safe, searchable, and organized. Bring your scans to life with movies, filters, and advanced editing controls. And share them with anyone, just by sending a link.",,,https://support.google.com/photos?p=scan_help,https://play-lh.googleusercontent.com/J57mz_RTCqTNiqbntn7WpnhHeLD7eGc4twaFFhz1XLcSqlKErjwfyioCWWgi2hIRXbA=s180-rw,"10,000,000+",PhotoScan by Google Photos,https://play.google.com/store/apps/details?id=com.google.android.apps.photos.scanner,com.google.android.apps.photos.scanner,Rated 4.3 stars out of five stars,"148,237",Varies with device,"April 26, 2019",1.5.2.242191532
Bytedance Pte. Ltd.,,Photography,5.0 and up,Rated for 3+,Make-up effects in real-time; filters make you look naturally beautiful,"✨Perfect your features with personalized fine-tuning✨,Touch-up your eyes, nose and mouth right after photo-taking. No more need for post-editing. Save your favorite edits that define your gorgeous features so you will never have to retouch again!,✨Variety pose samples for your reference✨,Follow the guideline and easily get the fashion blogger style’s pictures. Selfie, street snap, shopping, travel... With various themes, you can find suitable pose for different scenes.,✨Look more stylish and classy than ever✨,Never bored with our various filters and makeup tools. Style cover looks of your own.,✨Look lovely anytime with enhanced filters✨,Innovative filters give you a glowing and supple complexion. Trendsetter, Indie, Artsy, Retro... Choose your favorite filter! We have every style for you!, - Corporate partnerships: ulike_mkt_bd@bytedance.com,Facebook: Ulikecamera,Instagram: ulikecamera,Twitter: @CameraUlike",,,mailto:beauty_me_2018@163.com,https://play-lh.googleusercontent.com/76zWWjPQpALhLCjXftujJUDKlyZJo8fXUODUW0QpJND-dYg0itdKbaPbsrhni2yKH6o=s180-rw,"50,000,000+",Ulike - Define your selfie in trendy style,https://play.google.com/store/apps/details?id=com.gorgeous.liteinternational,com.gorgeous.liteinternational,Rated 4.5 stars out of five stars,"549,840",114M,"September 6, 2021",3.4.2
"BEIJING MUKE TECHNOLOGY CO., LTD.",,Photography,6.0 and up,Rated for 3+,Nichi is a toolkit for storytellers. Create beautiful stories from templates.,"""NICHI"" comes from the pronunciation of Japanese word ""日"", which carries the expectation of helping you to record the daily life. Also means cherishing the detail and emotion, feeling the miracle of time.,Nichi is an instagram stories and status editor that helps you create beautiful ig collage layouts for Instagram story. And nichi offers large numbers of story templates and frames to help you easily get more likes and followers in ig stories, snapgram.Create extraordinary stories, and even cover headlines! ,Nichi insta editor can also help you create beautiful layout for Instagram stories. You can create stories on a blank canvas and customize them with text,free stickers, frames, templates and brush features.,Nichi story editor is a free tool for story writers. Use the toolkit, the Nichi designer to create story collages with styles, white borders, and special fonts & text with photos.,Create beautiful and interesting stories with a minimalist and elegant template. Also lots of well designed Instagram frames provide for you.,Realistic materials restore the manual collage looking.,• STICKERS: ,Nichi provides multiple clip art images, tapes, sketch, etc.Decorate your insta stories with beautiful stickers.,Photo cut out tool enables you to create custom stickers and highlight icon and combine them with fashion ins preset stickers.,Update more ins stickers of new trends and different styles constantly.,• FILTER: ,Including film, Polaroid and other retro style filters.,Save your story with over 100 stunning lightroom and VSCO presets and effects for photos and videos.,• FONT: ,Nichi has selective handwriting fonts, which can support Chinese Simplified, Chinese Traditional, English, Japanese, Korean respectively.,Make texts in Instagram story, ig feed and highlight cover icon more decent with tools like spacing, aligning features.,Be a moodboard writer in high quality with chroma, gradient, golden, watercolor, glitter and magic writing texture.,• BACKGROUND: ,Simulate different paper textures with a variety of colors to choose.,Choose background to create your highlight cover icons.,Change the background color to match your photo and video.,Multiple templates,Nichi also has varied collage templates, easy to make collage, and also for the every individual photo.Nichi will help you create amazing Insta stories and Instagram highlight cover.,Free layout design,Free to move and zoom the photos stickers, text, etc. Nichi is more than a collage board.,Download Nichi to create story and post story collage as you like. You will be surprised by how easy it is to design aesthetic stories and feed for your Instagram.Make the usual unusual！",,,https://bybutter.com/,https://play-lh.googleusercontent.com/EEdYfBggRpSTEzFjTMPzTbNZuY7kPIGPp1rDG3N0WLzw9oPN__NRNcZisBNSno2bBw=s180-rw,"5,000,000+",Nichi: Collage & Stories Maker,https://play.google.com/store/apps/details?id=com.bybutter.nichi,com.bybutter.nichi,Rated 4.2 stars out of five stars,"32,218",9.9M,"April 17, 2020",1.6.1
ForgeGames,,Action,Varies with device,Rated for 16+,First Person Shooter 3D,"3D First Person Shooter in real-time.,-Singleplayer(with bots),-Multiplayer Online and Wifi router.,-9 game mode (Classic,Resurrection,Capture the Flag,Zombie Mode,BombMode,Knives,Deathmatch,ArmsRace,Sniper),-Weapons Skins (134 pieces),-8 Characters per team,-30+ Maps,-9 Pistols,-4 Shotgun,-6 Submachine guns,-12 Rifles,-5 Sniper-rifles,-3 MachineGun,-3 Grenades,-3 Bulletproof vest,-10 Languages(English,Русский,Espanol,Deutsch,Francais,日本人,中国,Türk, Português, Indonesia),AppStore:https://itunes.apple.com/us/app/special-forces-group-2/id1158672336,Facebook:https://www.facebook.com/ForgeGames-147566088986482/,VK:https://vk.com/forgegamesgroup",,,http://forgegames.ru/,https://play-lh.googleusercontent.com/GR2lZuHq4IbY74vnPZ1dg7gdDYwYrpmJDFayNImeHaBDYx4XDLlEN_lcbPM8BAxlTKU=s180-rw,"100,000,000+",Special Forces Group 2,https://play.google.com/store/apps/details?id=com.ForgeGames.SpecialForcesGroup2,com.ForgeGames.SpecialForcesGroup2,Rated 4.4 stars out of five stars,"3,324,430",Varies with device,"January 27, 2021",4.21
DiskarTech,,Finance,5.0 and up,Rated for 3+,"Digital bank account with bills payment, eLoading and fund transfer on your phone","Ang DiskarTech ay isang digital bank account na may iba’t ibang financial inclusion services para sama-sama tayo sa #BuhayGinhawa. Online lang ang account opening para sa 3.25% annual interest sa savings. Free ang cash in, pay bills at send money. Pwede ring mag-buy load, gaming pins, telemedicine at insurance products! Meron na ring loans products para sa lahat ng Madiskarteng Pilipino! ‘Yun oh!, ,Powered by RCBC, ang 2020 Best Digital Bank of the Philippines, ang DiskarTech ay isang basic deposit account na magagawa gamit ang mobile phone sa loob lang ng ilang minuto at isang valid government ID., ,- Hindi kailangan ng existing RCBC account,- Regulated ng BSP o Bangko Sentral ng Pilipinas,- Insured ang savings ng PDIC o Philippine Deposit Insurance Corporation,- Member ng BancNet,Savings – Lamang ka dito!,- Mag-avail ng mataas na interest rate na 3.25% kada taon,- Mag-set ng savings goal para ganahan kang mag-ipon,Deposit at withdrawal – Kahit nasaan ka pa!,- Mag-deposit at mag-withdraw ng pera sa 14,000+ partners namin,- Free ang cash in sa 7-Eleven, Bayad Center, ECPay merchants gaya ng Petron, mga pawnshop gaya ng Tambunting, H Lhuillier, at iba pa.,- Cardless naman ang pag-cash out via RCBC ATM withdrawal. And malapit na; pwede na ring mag-cash out sa Bayad Center branches,Pay bills – Para hindi ma-late sa due date!,- I-settle anytime, anywhere ang mga bayarain,- Kuryente: Meralco at mga provider sa probinsya gaya ng Pampanga II Electric Cooperative, Visayan Electric Cooperative, Davao Light and Power Corporation,- Tubig: Maynilad, Manila Water, at mga provider sa probinsya,- Insurance: Manulife, Pru Life, Sun Life,- Credit Card: Equicom Savings Bank, BPI o Bank of the Philippine Islands, Metrobank Card Corporation, RCBC Bankard,- Telco: Bayantel, Innove Globe, PLDT Smart,- Atbp: Air Asia, Cignal, DragonPay,Loan Products – Maaasahan ‘pag may kailangan!,- Mamili ng swak na loan mula sa iba’t ibang partner-lenders,- Merong motorcycle loan, auto loan, housing loan, doctor’s loan, at marami pang iba,- Madaling applyan, safe, at abot-kaya,- Ito ang unang loans marketplace mula sa isang bangko, ,Buy load and e-Pins – ‘Di ka na mabibitin!,- Bumili ng load or promos from all telco providers gaya ng Globe, TM, Smart, TNT at Sun Cellular ,- Bumili ng e-pins para sa mga paborito mong games online platforms gaya ng Bigo Live, iTunes, Nintendo, PlayStation, PUBG Mobile, Ragnarok Online, at XBOX,Transfer – Safe ang pera mo!,- Magpadala o makatanggap ng pera sa family at friends, gamit ang phone mo lang,- Free at unlimited ito buong 2021,- Pwede sa mobile wallets gaya ng GCash at PayMaya at bangko gaya ng BDO, BPI, China Bank Corporation Land Bank of the Philippines, Metrobank, Union Bank of the Philippines ,- Gumagamit din ng QR PH ang DiskarTech kaya mas madali ang padala sa mga sumusunod: RCBC, Asia United Bank, Land Bank, Union Bank, China Bank at PayMaya.,Telemedicine - Keep healthy!,- Bumili ng telemedicine product para convenient at safe ang pag-konsulta sa doctor, c/o our partner iDoc,Insurance – Para sigurado ka!,- For as low as P20, insured ka na!,- Merong insurance products para sa COVID-19, dengue, sari-sari store owners, commuters, at riders ,- Galing sa Malayan Insurance,Bisitahin ang aming website: www.DiskarTech.ph ,I-follow kami sa social media.,@DiskarTech sa Facebook, YouTube, Instagram, Twitter, LinkedIn,Para sa iba pang impormasyon, tanong, o reklamo, puwedeng i-contact ang mga sumusunod:,- DiskarTech Customer Care at help@DiskarTech.ph,- BSP Consumer Protection Department at 8708-7087 o consumeraffairs@bsp.gov.ph, ,Saan ka pa? Download na dis!",,,https://diskartech.ph/,https://play-lh.googleusercontent.com/eFi95XVSdlJsX959lAzv1wWxSUCyPIGkzUgaI2jdWoc9UrDFO3zydxZhU9JFYfFW-m8=s180-rw,"1,000,000+","DiskarTech - 3.25% on savings, pay bills, transfer",https://play.google.com/store/apps/details?id=com.diskartech.mobile,com.diskartech.mobile,Rated 4.7 stars out of five stars,"12,342",31M,"August 13, 2021",1.9.0
Cool Theme Team,,Personalization,4.0.3 and up,Rated for 3+,Burning flame Live Wallpaper make your phone stylish.,"Burning flame Live Wallpaper is special design for All Android users. Come on apply the beautiful Live Wallpaper to decorate your phone. Beautiful Burning flame Live Wallpaper is now available for free! ,Apply Burning flame Live Wallpaper now; the wallpaper can make your phone fantasy. Download Beautiful live wallpaper now!,Install the Burning flame Live Wallpaper and personalize your Samsung galaxy, Huawei mate 8, Sony, Lenovo, HTC and any other brands of Android mobile phone cooler. The best theme & HD wallpapers give your phone new looks.,Features:,🐟 Different wallpaper change by time,🐟 Fully Live Wallpaper,🐟 High Battery Performance,🐟 Compatible for Android phone,🐟 Small size",,,http://www.apusapps.com/,https://play-lh.googleusercontent.com/HZYEBDwKkna_zR3M5cjJXMSeaAJJAWGp8gm0kgh5-G2CkhUFaCRrq9KORDhXH5KsD6RR=s180-rw,"100,000+",Burning flame Live Wallpaper,https://play.google.com/store/apps/details?id=com.apusapps.livewallpaper.fireflame_5ae52bcd,com.apusapps.livewallpaper.fireflame_5ae52bcd,Rated 4.3 stars out of five stars,342,3.2M,"October 9, 2018",1.1
One Dot Moblie Limited,,Tools,5.0 and up,Rated for 3+,"Malware protection, Junk file & Antivirus clean, Mobile phone performance boost","Protect against viruses, fake apps, frauds, & other types of malware with One Security! Keep your personal data safe with Junk file scan,  App permissions advisor, and Virus cleaner!,Protect your privacy by receiving alerts when spyware or adware-infected apps are downloaded onto your device.,Selected most trusted App around the world, One Security provides much more than just antivirus protection. Other features include:,★Intelligent Diagnosis - Antivirus, Junk Clean,★Improve Device Performance - Phone Booster, Battery Saver, CPU Cooler,Download the super speed cleaner & security FREE app that’s intuitively designed to protect your mobile in just ONE tap.,Key Features:,✔Antivirus Engine: Automatically scan for viruses and other kinds of malware, including spyware, Trojans, and more. Web, file, and app scanning provides complete mobile protection.,✔Junk Clean: Intelligently scan and remove junk files including system and app caches with just one tap.,✔Enhance Device Performance: Phone Boost, Battery Saver, and CPU Cooler - Remove background apps that take high memory usage, overheat and drain battery.,✔Intelligent Improvement: Effective Speed Booster & Smart Cache Cleaner-Lacking space for new apps and photos? Just clean app caches and junk files, boost your phone with ONE click!,Highlights of One Security:,Protection:,Scan apps, games and files with our dual-engine antivirus and remove malicious content.,Performance:,Extend battery life by turning off it- draining settings with Power Save.,Kill tasks and processes that can slow down your phone or tablet.,Clean unnecessary files and free up storage space.",,,http://www.onebooster.me,https://play-lh.googleusercontent.com/p3NumlYaiEhMAoxPwGLrDbvg9wjTJJWWSMPQByXeQymJf8u1wvNpIWBx9NZ46X2qy9w=s180-rw,"50,000,000+","One Security - Antivirus, Cleaner, Booster",https://play.google.com/store/apps/details?id=com.cleanteam.onesecurity,com.cleanteam.onesecurity,Rated 4.7 stars out of five stars,"606,989",25M,"September 10, 2021",1.4.4.0
essential tools,,Tools,4.3 and up,Rated for 3+,Free up memory & boost your device with memory cleaner #1,"Tired of the fact that your device is constantly running out of memory? Tired of receiving daily notifications that your phone is slow? So, memory cleaner and speed booster app is what you are looking for. A simple and light app that will make your device feel good. Nothing extra! Remove all extra cache files, stop apps that slow down the device, remove duplicate unnecessary photos, and more.",,,https://cleaners.monster/app-ads.txt,https://play-lh.googleusercontent.com/ovVOGcyPELMA0o6I8jJ6heFL8ekzGSdLuMdpicj4D9GtyaN6f6n-zv7hJsi94_2gbbA=s180-rw,"50,000,000+",Memory cleaner. Speed booster & junk removal,https://play.google.com/store/apps/details?id=com.junkremoval.pro,com.junkremoval.pro,Rated 4.2 stars out of five stars,"224,887",15M,"July 29, 2021",1.0.22
tekcash,,Finance,4.1 and up,Rated for 3+,"Simple, Fast, and safe online cash loans with zero collateral","Tekcash - Your Reliable Partner in Online Cash Loans,Tekcash is a reliable loan platform registered in Philippines. We provide convenient, fast and transparent loan service to Filipinos.,Our Services:,1. Loan ceiling: PHP2,000-PHP10,000,2. Loan duration: 61 days up to 90 days,3. Loan interest rate : Maximum APR 60%,4. Simulation:,If you borrow PHP10,000 with a duration of 90 days and pay on time, your repayment is ₱10000+10000*60%/360*90 (interest)=11,500,Why choose Tekcash?,Tekcash is an online internet company which has been registered by the SEC.,Tekcash is safe and reliable with strong funding support.,Without collateral. Only need one valid ID for loan applications.,Long term or short term, you decide.,Tekcash will protect your privacy and will not sell your information to other parties without your consent.,Our SEC Registration No. CS201911369,Certificate of Authority No. 3032,Loan Applicant Eligibility:,You are a Philippines national over 21 years old,Valid ID and Active Bank Account,You have an active phone number,You have working proof document,How to borrow via Tekcash:,1.Download the Tekcash application from the Google Play Store.,2.Fill out our quick loan application in the Tekcash mobile app.,3.Verify your identity through our secure system.,4.Get cash sent directly to your bank account,Tips for Passing the Verification Process:,When filling in personal data, make sure information such as Full Name matches the name recorded in your document and bank account.,Make sure your ID card photo is clear and legible,When the face verification process, make sure you are in a room with sufficient lighting and a stable internet network,The more complete data and information you enter, the greater your chance of passing verification.,How much can I borrow?*,1.Tekcash will loan you anywhere from Php 2,000 -4000 at first.,2. You can build your limit up to Php 10,000 by making loan payments on time.,3.Cash out at thousands of padala center locations, including, Cebuana Lhuillier, Palawan Express, M Lhuillier, LBC, or cash out into your own bank account,Paying Us Back:,You can pay through:,1)ECPAY:  Go to ECPAY, fill out needed information in Bills Payment Form, reimburse your personal loans and receive a payment confirmation receipt. ,2)7-Eleven: Go to 7-Eleven and repay via CLiQQ machine or CLiQQ app. ,3)GCash: Open GCash app, click Pay Bills to access Loans option to repay.,We will notify you regarding repayment amount and due date few days in advance to help you maintain your credit. You can repay the loan easily through mini markets, Gcash.please see the Help Center on the Tekcash application.,Tekcash guarantees information security and protects your privacy.Tekcash is committed to providing fast and safe services to meet your loan needs.,Please study the terms and conditions of the Disclosure Statement before proceeding with the loan transaction.,Come on! get your quickly、convenient and secure loan service through Tekcash!,Questions & constraints, please contact us at:,Email: cs.tekwang@gmail.com,Customer Service (9:00 - 17:00)",,,mailto:cs.tekwang@gmail.com,https://play-lh.googleusercontent.com/WxEFHkQS3wzvVwuOpL830lHmlVSNGFhIjHYRPXL0YbMdraZuWMHMFEf3l08AywSz7grI=s180-rw,"100,000+",tekcash,https://play.google.com/store/apps/details?id=com.tekcash.borrower,com.tekcash.borrower,Rated 3.6 stars out of five stars,401,12M,"September 2, 2021",1.0.13
